"id","change_type","accuracy","sequence"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,0,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,0,"pure_repetition"
3,0,1,"pure_repetition"
3,1,0,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,0,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,0,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,0,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,0,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,0,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,0,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,0,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,0,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,0,"mixed_repetition"
3,1,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,0,1,"mixed_repetition"
3,1,1,"mixed_repetition"
3,1,0,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,0,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,0,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,0,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,0,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,0,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,0,"mixed_switch"
3,0,0,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,0,"mixed_switch"
3,1,1,"mixed_switch"
3,1,0,"mixed_switch"
3,1,1,"mixed_switch"
3,1,0,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,1,"mixed_switch"
3,0,1,"mixed_switch"
3,1,0,"mixed_switch"
3,1,1,"mixed_switch"
3,0,0,"mixed_switch"
3,0,1,"mixed_switch"
3,1,0,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,1,"mixed_switch"
3,0,0,"mixed_switch"
3,0,1,"mixed_switch"
4,0,0,"pure_repetition"
4,1,0,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,0,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,1,0,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,0,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,0,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,1,1,"pure_repetition"
4,1,0,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,0,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,0,"pure_repetition"
4,0,0,"pure_repetition"
4,0,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,0,0,"pure_repetition"
4,1,0,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,0,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"pure_repetition"
4,0,1,"pure_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,0,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,0,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,0,1,"mixed_repetition"
4,1,1,"mixed_repetition"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,0,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,0,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,0,"mixed_switch"
4,1,0,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,1,0,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,1,0,"mixed_switch"
4,0,0,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,0,"mixed_switch"
4,1,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,1,0,"mixed_switch"
4,1,1,"mixed_switch"
4,1,1,"mixed_switch"
4,0,1,"mixed_switch"
4,1,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
4,0,0,"mixed_switch"
4,0,0,"mixed_switch"
4,0,1,"mixed_switch"
5,0,1,"pure_repetition"
5,1,0,"pure_repetition"
5,1,1,"pure_repetition"
5,1,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,0,"pure_repetition"
5,1,1,"pure_repetition"
5,0,0,"pure_repetition"
5,1,0,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,1,0,"pure_repetition"
5,1,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,0,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,0,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,0,"pure_repetition"
5,0,0,"pure_repetition"
5,1,0,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,1,0,"pure_repetition"
5,0,0,"pure_repetition"
5,0,1,"pure_repetition"
5,0,0,"pure_repetition"
5,1,0,"pure_repetition"
5,0,0,"pure_repetition"
5,1,0,"pure_repetition"
5,0,0,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,1,1,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
5,1,0,"pure_repetition"
5,0,1,"pure_repetition"
5,1,1,"pure_repetition"
